code,term
19267009,Lupus anticoagulant disorder
201450008,Antiphospholipid syndrome
239892009,Primary antiphospholipid syndrome
239893004,Primary antiphospholipid syndrome with organ/system involvement
239894005,Primary antiphospholipid syndrome with multisystem involvement
239895006,Secondary antiphospholipid syndrome
239896007,Secondary antiphospholipid syndrome with organ/system involvement
239897003,Secondary antiphospholipid syndrome with multisystem involvement
26843008,Antiphospholipid syndrome
402865003,Systemic lupus erythematosus-associated antiphospholipid syndrome
441079006,Thrombophilia due to antiphospholipid antibody
609329007,Catastrophic antiphospholipid syndrome
72161000119100,Antiphospholipid syndrome in pregnancy
