code,term
155442004,Giant cell arteritis
195354005,Giant cell arteritis
195355006,Giant cell arteritis
195356007,Giant cell arteritis
195357003,Giant cell arteritis NOS
202835005,Giant cell arteritis with polymyalgia rheumatica
203782001,[X]Other giant cell arteritis
230732009,Cerebral arteritis in giant cell arteritis
239938009,Giant cell arteritis with polymyalgia rheumatica
239939001,Giant cell arteritis without polymyalgia rheumatica
400130008,Temporal arteritis
414341000,Giant cell arteritis
478741000000101,[X]Other giant cell arteritis
642981000000107,Giant cell arteritis NOS
838363001,Arteritic anterior ischemic optic neuropathy due to giant cell arteritis
87511001,Giant cell arteritis
